clustID,cluster_confidence,uniprotACCs
huMAP3_12894.1,6,P28749 Q09472 Q68EN5 Q6P1Q9 Q6ZUJ4 Q92793 Q99966 Q99967 Q9BUT1
huMAP3_12895.1,6,P25325 Q5VW32
huMAP3_12896.1,6,Q6XPS3 Q8TDU9 Q8WTQ1 Q9NWS8
huMAP3_12897.1,6,A0A1X9RU27 A1A4G5 O43524 O60343 O60825 O75030 O75044 O94827 O94885 P15056 P19484 P19532 P26045 P27348 P27448 P30305 P31946 P31947 P35568 P47974 P54253 P56524 P61981 P62258 P63104 P98177 Q04917 Q08495 Q08AE8 Q12778 Q13009 Q13796 Q14153 Q15772 Q2M3G4 Q2TAL5 Q3KP44 Q5JSL3 Q5PRF9 Q5SQI0 Q5TCZ1 Q5THJ4 Q5VT97 Q5VZ89 Q69YU3 Q6AWC2 Q6ICG6 Q6IQ23 Q6P0Q8 Q6UUV9 Q6ZWE6 Q70EL4 Q7KZI7 Q7Z401 Q7Z6B7 Q7Z6J0 Q86TI0 Q86VP3 Q86X02 Q86X27 Q8IX15 Q8N350 Q8N3A8 Q8TC71 Q8TEJ3 Q8TF72 Q8WWL2 Q92934 Q969F2 Q96B36 Q96GL9 Q96N96 Q96PV0 Q99594 Q99759 Q9BX66 Q9GZV5 Q9H8N7 Q9HB20 Q9NYF3 Q9P0L2 Q9UBF8 Q9UBS9 Q9UJM3 Q9UK80 Q9UPU9 Q9UQC2 Q9UQL6 Q9Y2H9 Q9Y2K5 Q9Y2U5 Q9Y4H2 Q9Y4H4
huMAP3_12898.1,6,P12429 Q5T655 Q8IYF1
huMAP3_12899.1,6,O75093 Q14435
huMAP3_12900.1,6,O00399 O15056 O43488 O75935 O95198 P42025 P47755 P47756 P52907 P61163 Q12768 Q13561 Q14203 Q17R89 Q2M389 Q53GL0 Q5HYK7 Q5TBK1 Q5VZK9 Q641Q2 Q68EM7 Q6F5E8 Q6JBY9 Q6NV74 Q6ZU35 Q8IZC4 Q8N3F8 Q8TBQ9 Q8TD55 Q92600 Q96B97 Q96LD4 Q96P48 Q9BTE1 Q9BY89 Q9BYP7 Q9BZR9 Q9C0C2 Q9GZP0 Q9H1M4 Q9H3G5 Q9NZ32 Q9UJW0 Q9ULH1 Q9ULZ2 Q9UM21 Q9Y3C0 Q9Y3L3 Q9Y4E1 Q9Y5K6
huMAP3_12901.1,6,P04920 P48067 Q8NEQ6
huMAP3_12902.1,6,P04090 P41597 Q6S8J3
huMAP3_12903.1,6,Q53FV1 Q9NPD5 Q9Y6L6
huMAP3_12904.1,6,Q8N394 Q9C0J1 Q9UN66 Q9UN67 Q9Y2G1 Q9Y5E1 Q9Y5E4 Q9Y5E5 Q9Y5E7 Q9Y5F0 Q9Y5G2 Q9Y5G7
huMAP3_12905.1,6,O14678 Q9BSJ8
huMAP3_12906.1,6,P0C7Q2 P36957 Q02218 Q5JRK9 Q8N3R3 Q9ULD0
huMAP3_12907.1,6,Q86U28 Q96AX2 Q9NPI7
huMAP3_12908.1,6,O43462 Q4KMZ8 Q8NGN1 Q9UBY5
huMAP3_12909.1,6,Q86VN1 Q96FZ7 Q96H20 Q9BRG1
huMAP3_12910.1,6,P62979 Q5VT40 Q9Y546
huMAP3_12911.1,6,P22736 Q5T4D3 Q96DC9 Q9UMY4 Q9Y5F6
huMAP3_12912.1,6,Q8IYA8 Q96JK4
huMAP3_12913.1,6,P22459 Q5T0B9 Q92913 Q9NTW7
huMAP3_12914.1,6,Q9HCN3 Q9UN42 Q9Y5F6
huMAP3_12915.1,6,O95159 Q9BZ71 Q9BZF2 Q9BZF3
huMAP3_12916.1,6,Q8IYS8 Q96CD2 Q9NZ56
huMAP3_12917.1,6,A5D8V6 C9J7I0 O60542 O75340 Q8NEZ2 Q8WUM4 Q96EY5 Q99816 Q9H7P6 Q9H9H4 Q9NYW3 Q9NZ09 Q9UK41
huMAP3_12918.1,6,A0A5H1ZRP1 O00291 O00443 O14976 O15027 O43426 O43747 O75061 O75843 O94973 O95487 O95630 O95782 P08047 P21964 P42566 P49418 P49757 P53675 P53680 P56377 P61966 P63010 Q00610 Q0JRZ9 Q10567 Q14677 Q15311 Q15811 Q16626 Q2M2I8 Q59EK9 Q63HQ0 Q6PD74 Q6ULP2 Q8NC96 Q8NDV7 Q8NFH8 Q8TEH3 Q8WU79 Q8WXE9 Q96CW1 Q96D71 Q96FJ0 Q96NL0 Q96PC3 Q9BV29 Q9BXS5 Q9H1H9 Q9H2Y7 Q9H4A3 Q9H8K7 Q9NS71 Q9NSY1 Q9NVZ3 Q9NZM3 Q9P2D3 Q9UBC2 Q9UBP9 Q9UMZ2 Q9Y6I3 Q9Y6Q5
huMAP3_12919.1,6,Q2TAC2 Q66GS9 Q86VE0 Q96GS4 Q9BV73 Q9ULJ1
huMAP3_12920.1,6,B2RUY7 P42226 Q15788 Q9BT56
huMAP3_12921.1,6,Q92994 Q9H867 Q9Y2H2
huMAP3_12922.1,6,P02795 P04731
huMAP3_12923.1,6,P28749 Q08999 Q09472 Q68EN5 Q6ZUJ4 Q92793 Q99966 Q99967 Q9BUT1
huMAP3_12924.1,6,O75915 P13164 Q14656 Q5BJH2 Q6UWD8 Q8N966 Q8WVE7 Q96CN9 Q99946
huMAP3_12925.1,6,P49321 Q9HAE3 Q9HBU6
huMAP3_12926.1,6,A6NHC0 P04632 P07384 P17655 P20810 P49356 Q8IVB5 Q96EA4
huMAP3_12927.1,6,O00189 Q6UXB4 Q96N21 Q9H5I1 Q9NRI5 Q9UPM8 Q9Y587 Q9Y6B7
huMAP3_12928.1,6,O60575 P07225 P14543 P43251 P54289 Q16787
huMAP3_12929.1,6,P32239 Q96IK5 Q9UEU5
huMAP3_12930.1,6,Q1ZZU3 Q5T750 Q86XK3
huMAP3_12931.1,6,O76003 O76081 P49795 Q14656 Q6FI81 Q86TV6 Q9H3K6 Q9UHB4 Q9UHQ1 Q9Y3E2
huMAP3_12932.1,6,O94911 Q8IUA7 Q8N139 Q8WWZ4
huMAP3_12933.1,6,P12318 P31994 P31995 P55157 Q14894
huMAP3_12934.1,6,O00628 P09110 Q5I0X4 Q92968 Q9BT56
huMAP3_12935.1,6,P31641 P51793 Q9P0T7
huMAP3_12936.1,6,A6NDY0 O75439 P16860 P35218 P60022 Q10713 Q17RF5 Q5JRX3 Q5TIA1 Q6NT52 Q8WV74
huMAP3_12937.1,6,P17482 P31274 Q53G59
huMAP3_12938.1,6,O75147 P54922
huMAP3_12939.1,6,O14556 Q9UN70
huMAP3_12940.1,6,Q6GMV1 Q8WWN8
huMAP3_12941.1,6,Q5JPE7 Q969V3
huMAP3_12942.1,6,P07737 Q2TAY7 Q96HT8 Q9Y3M9
huMAP3_12943.1,6,Q00872 Q9H0K4
huMAP3_12944.1,6,O75347 P26639
huMAP3_12945.1,6,O15040 O75953 P14778 P49754 Q8WUH2 Q96AX1 Q96JC1 Q9BX51 Q9H269 Q9H270 Q9HB71 Q9P253
huMAP3_12946.1,6,O00418 O75344 O94966 P22059 P27815 Q5VZ03 Q7L3B6 Q969R2 Q96RJ6
huMAP3_12947.1,6,Q68DC2 Q6ZW76 Q86SG6 Q8TDX7 Q9H694 Q9HC98 Q9UL59
huMAP3_12948.1,6,A6NHX0 O94979 P58004 Q8WTX7 Q96S15 Q9NXC5
huMAP3_12949.1,6,P48637 Q8N5C1 Q9H0C2
huMAP3_12950.1,6,O60260 Q6XQN6 Q9UJ78
huMAP3_12951.1,6,Q86UW2 Q8IV56 Q9NVV0
huMAP3_12952.1,6,Q96CX3 Q9NQ88
huMAP3_12953.1,6,Q68D51 Q8IV36 Q9BWV1
huMAP3_12954.1,6,Q8NG50 Q9UBF8
huMAP3_12955.1,6,O00327 O15516 P16499 P35913 Q7Z7F0 Q8NDG6 Q8WYA1 Q99743 Q9C0C6
huMAP3_12956.1,6,O60749 P22004 Q13596 Q14CZ8 Q6UXH9 Q86XE0 Q8N0U7 Q8WX77 Q96PQ7 Q9NR64 Q9UNH7 Q9Y5X3
huMAP3_12957.1,6,P22670 P32314 P48378 P48380 Q8IZL9 Q8WV07 Q92949 Q96NH3 Q9NRH1 Q9Y6A4
huMAP3_12958.1,6,Q68DC2 Q6ZW76 Q86SG6 Q8TDX7 Q9H694 Q9HC98
huMAP3_12959.1,6,P00558 P07205 Q6WQI6 Q9Y6F1
huMAP3_12960.1,6,P35612 Q8N6D5
huMAP3_12961.1,6,P31629 Q01664 Q8WUT9
huMAP3_12962.1,6,Q6P589 Q96DT0 Q9Y639
huMAP3_12963.1,6,P05783 P54198 Q504Q3 Q58A45 Q5VX52 Q6ZU65 Q86UE8 Q8IWY9 Q9NPG3 Q9NVP2 Q9UKI8 Q9ULU8 Q9Y294 Q9Y2V0 Q9Y6J0
huMAP3_12964.1,6,Q15555 Q15691 Q8N4F7 Q8NHY3 Q9UPY8
huMAP3_12965.1,6,Q4VC31 Q7RTP6 Q8IY33
huMAP3_12966.1,6,O95750 P01236 P01242 P39905 P55773 Q8NFU4 Q9NQH7
huMAP3_12967.1,6,O75365 P51172 Q9C0B2
huMAP3_12968.1,6,Q30KP9 Q5VV63 Q96PX1
huMAP3_12969.1,6,Q3MIT2 Q9NX38 Q9Y6X8
huMAP3_12970.1,6,O14841 O60674 Q8N392 Q9H7Z7
huMAP3_12971.1,6,P40200 Q04446 Q9H2A7 Q9NX78
huMAP3_12972.1,6,P04181 P04201 Q5VU69 Q9NY33
huMAP3_12973.1,6,P38398 Q16667 Q7Z5L2
huMAP3_12974.1,6,A0PJE2 F5GYL9 O15540 O75604 O95147 O95372 P01100 P04000 P0DPA2 P17643 P33764 P41732 P47804 P51178 Q04941 Q13228 Q16881 Q5JRM2 Q5JW98 Q5T0J7 Q674R7 Q6K0P9 Q6MZM0 Q6W5P4 Q6ZSI9 Q86SG7 Q86SJ6 Q8N7P1 Q8NA54 Q8NCS4 Q8NFI3 Q8NI17 Q8TDX6 Q8TF66 Q8WWZ1 Q96PI1 Q9BQI5 Q9H255 Q9NP59 Q9NQ38 Q9NUV7 Q9UBM1 Q9UHN1 Q9UKA2 Q9ULW8 Q9UMX2 Q9Y2L9 Q9Y3R4 Q9Y4K1
huMAP3_12975.1,6,P51854 Q07699 Q5SQH8 Q8N7F7 Q8NAP1 Q9BV68 Q9H8Y5
huMAP3_12976.1,6,O43283 P53370 Q92686 Q9Y2M5
huMAP3_12977.1,6,P06454 Q2YD98 Q96LA6 Q9H2H8 Q9NZH5 Q9UPR0
huMAP3_12978.1,6,Q96CS7 Q99675
huMAP3_12979.1,6,P29320 Q8TCQ1 Q96JM4
huMAP3_12980.1,6,Q8NHU6 Q9BSJ6 Q9BTM1
huMAP3_12981.1,6,A6NKF2 O15164 O43734 P12757 P56945 Q15274 Q15652 Q495C1 Q5H9J7 Q8N594 Q8N5H7 Q9HCJ3 Q9UPW6
huMAP3_12982.1,6,Q96IW7 Q99674 Q9UJH8
huMAP3_12983.1,6,A6NP61 Q6NT76 Q9C073
huMAP3_12984.1,6,A6NEL2 O60610 O60879 Q53LP3 Q8NCN4 Q96F45 Q9H2X6 Q9H7S9 Q9HCM7 Q9NYF3
huMAP3_12985.1,6,Q15526 Q9BZQ4
huMAP3_12986.1,6,A7MCY6 O00463 O43464 O75936 P09341 Q0VAF6 Q12933 Q13077 Q13489 Q13490 Q14164 Q92844 Q9H6S1 Q9NR28 Q9UHD2 Q9Y616
huMAP3_12987.1,6,P17036 P41743 Q05513 Q15334 Q16825 Q4VC44 Q6P1M3 Q8IX03 Q8NFY9 Q8TEW0 Q8WVZ9 Q92738 Q9BUH8 Q9BYG4 Q9BYG5 Q9NPB6 Q9NZL6
huMAP3_12988.1,6,P09017 P09067 Q9Y2G0
huMAP3_12989.1,6,O14526 P30679 Q7Z7E8 Q8TDJ6 Q96KS0 Q99973 Q9BXI9 Q9BXJ5 Q9GZZ9 Q9H6R7
huMAP3_12990.1,6,Q5U651 Q6NYC8 Q9H175
huMAP3_12991.1,6,P15088 Q08495
huMAP3_12992.1,6,P32249 Q03167 Q86YN1 Q96PV7 Q9Y4C0
huMAP3_12993.1,6,O94768 P33681 Q7L8W6 Q9P2W7
huMAP3_12994.1,6,O14974 Q9BWX1 Q9H093
huMAP3_12995.1,6,P05408 P15090
huMAP3_12996.1,6,P10645 Q00G26 Q86UD0
huMAP3_12997.1,6,O14958 Q00059 Q9H0W5 Q9H329 Q9NVR0
huMAP3_12998.1,6,Q96BM0 Q9BSJ6 Q9BTM1 Q9NZ63 Q9Y5N6
huMAP3_12999.1,6,O00255 Q8N118 Q8NEZ4 Q9H9P5
huMAP3_13000.1,6,O95876 P12829 Q96SU4 Q9BT04 Q9BU20 Q9BXB4 Q9ULD6
huMAP3_13001.1,6,P62280 Q8IWQ3
huMAP3_13002.1,6,Q5T5X7 Q9UBG7
huMAP3_13003.1,6,O60551 P30419 P49006 P60022 Q3SX64 Q8N865 Q96KN1 Q96NN9 Q9BRQ8 Q9BY76 Q9NRV9
huMAP3_13004.1,6,P55851 Q05823 Q14627 Q93075 Q9H0K1 Q9UBI4
huMAP3_13005.1,6,P52952 Q6ZUM4 Q8IWW6 Q9BYB0
huMAP3_13006.1,6,P12955 P42574 P78382 Q16322
huMAP3_13007.1,6,O43462 Q4KMZ8 Q9UBY5
huMAP3_13008.1,6,Q9H0K6 Q9H6S3
huMAP3_13009.1,6,Q8TF40 Q9P278
huMAP3_13010.1,6,P51636 Q6ZVE7 Q7Z602 Q9BVK8 Q9C0H2
huMAP3_13011.1,6,O76074 Q9NZN9
huMAP3_13012.1,6,Q8IV63 Q8IZ63 Q9H869
huMAP3_13013.1,6,P35908 Q9NV56
huMAP3_13014.1,6,P12036 Q9NZD2
huMAP3_13015.1,6,A6NNF4 A6NP11 O15164 Q13263 Q3SXZ3 Q5JNZ3 Q5SXM1 Q6ZSS3 Q86Y25 Q8IYB9 Q96JL9 Q9HCM9
huMAP3_13016.1,6,O75364 P25815
huMAP3_13017.1,6,P11117 P34981
huMAP3_13018.1,6,O43827 P40126 Q3SXP7 Q53RD9 Q6PKC3 Q7L1S5 Q86WI0 Q99784 Q9BV94
huMAP3_13019.1,6,P53609 Q9NQ87
huMAP3_13020.1,6,O14975 Q2Y0W8 Q3MIP1 Q9NST1
huMAP3_13021.1,6,P08962 P13866 Q2M3M2
huMAP3_13022.1,6,O95833 Q504Q3 Q58A45 Q5T7V8 Q8N9U0 Q9ULU8 Q9Y4F3
huMAP3_13023.1,6,Q5TAP6 Q8WWB5 Q96A58 Q9BVJ6
huMAP3_13024.1,6,Q68G74 Q6QHK4 Q9Y2G5
huMAP3_13025.1,6,O14494 O14495 O14798 O15126 O43688 Q14542 Q7RTT9 Q8IVJ1 Q8NFT2 Q96NT5 Q9BQJ4 Q9BSA9 Q9BXS9 Q9NVA4
huMAP3_13026.1,6,Q8TBY0 Q9UBZ9
huMAP3_13027.1,6,Q5T197 Q8N112 Q8NHP6 Q9P0K1
huMAP3_13028.1,6,Q9BZ23 Q9H999
huMAP3_13029.1,6,A2RRH5 Q8N7X1 Q9Y3Q7
huMAP3_13030.1,6,P17481 Q8TAY7
huMAP3_13031.1,6,A8MT69 O43745 Q8IYD8 Q8N2Z9 Q9BTP7
huMAP3_13032.1,6,Q13608 Q8WWQ2
huMAP3_13033.1,6,P08254 P09238 P45877 Q495T6 Q6NT04
huMAP3_13034.1,6,Q6P1R4 Q6ZQN7 Q8NFF5 Q9UJU5 Q9Y2W3
huMAP3_13035.1,6,P55072 P68543 Q14CS0 Q969W3 Q9BZE9 Q9UNZ2
huMAP3_13036.1,6,O00311 Q13576 Q9UBU7
huMAP3_13037.1,6,P57058 Q6PEY2 Q9UJX0 Q9UK32
huMAP3_13038.1,6,O00469 O60568 P02458 P02462 P05997 P08572 P0C862 P12111 P14780 P20908 P25067 P27658 P29400 P39060 P53420 P55317 Q02809 Q05707 Q14031 Q14050 Q14055 Q5TAT6 Q6ISS4 Q86Y22 Q8IYK4 Q8IYS5 Q8NBJ5 Q96N20 Q96P44 Q99704 Q99715 Q9BTP6 Q9BWP8 Q9BXI9 Q9BXJ1 Q9BXJ4 Q9BXS0 Q9UEW3 Q9UMD9 Q9Y215
huMAP3_13039.1,6,Q16670 Q6YP21 Q96EF9 Q9BRP7 Q9NXG2
huMAP3_13040.1,6,A6NDU8 P16870 Q8N3H0
huMAP3_13041.1,6,O43361 O75074 O75123 P17021 P98095 Q12805 Q14767 Q5EBL2 Q6ZNH5 Q8N3J9 Q8N972 Q96SK3 Q9BRH9
huMAP3_13042.1,6,O94972 Q5JVG2 Q86XU0 Q8N9Z0
huMAP3_13043.1,6,A7E2Y1 O75185 Q13733 Q7Z6I8 Q8WTS6 Q96EP1 Q9C099
huMAP3_13044.1,6,Q5FYB1 Q6UXN7 Q8NBJ7
huMAP3_13045.1,6,A2RRL7 O95196 Q2TAA5
huMAP3_13046.1,6,P19622 Q9UHB4
huMAP3_13047.1,6,A5D8V7 P17643 Q3ZCW2 Q9UKA2 Q9Y2B0
huMAP3_13048.1,6,P02100 P69891 Q17RY0 Q7Z5Q1 Q8NE35
huMAP3_13049.1,6,Q14210 Q8IZK6 Q9GZU1 Q9H4B0
huMAP3_13050.1,6,P25092 P25106 P30049 P48201 P56381 P59536 Q16653 Q5T1Q4 Q8N966 Q9UII2
huMAP3_13051.1,6,Q5JU69 Q9UHY7
huMAP3_13052.1,6,O95153 Q9BU70 Q9BZW8 Q9P272
huMAP3_13053.1,6,Q8WZ19 Q96LW4 Q96RR1
huMAP3_13054.1,6,P02814 P08493 P0DJI9 P22079 P62072 Q6MZM9 Q9NPB9
huMAP3_13055.1,6,O43747 O75843 P21964 P56377 P61966 Q10567 Q16626 Q63HQ0 Q6PD74 Q6ULP2 Q96PC3 Q9BXS5 Q9H1H9 Q9P2D3 Q9UMZ2 Q9Y6Q5
huMAP3_13056.1,6,A6NDV4 Q6UX41
huMAP3_13057.1,6,O95859 P43681 Q16585 Q6P4F1 Q6UX01 Q8N2A8 Q8WW62 Q99835 Q9BVA6 Q9H0C3
huMAP3_13058.1,6,Q7L5A3 Q8IX90 Q8WVK7 Q96BD8 Q9H8V3
huMAP3_13059.1,6,P80217 Q13287 Q562E7 Q96AT9 Q9NQ88
huMAP3_13060.1,6,A0AVI4 Q13488
huMAP3_13061.1,6,O43448 P22001 Q13303 Q14722
huMAP3_13062.1,6,Q8NC24 Q99735
huMAP3_13063.1,6,P01106 Q8N9I0 Q8TBZ6 Q92914 Q9NW75 Q9NW82
huMAP3_13064.1,6,O75368 Q13907 Q16527 Q504Y2 Q96H79 Q9H2A3 Q9Y4Z2
huMAP3_13065.1,6,Q8N7C0 Q8TDF5 Q9H209
huMAP3_13066.1,6,P16671 Q8TBB5 Q9UKG9
huMAP3_13067.1,6,O75602 P49662 P51878
huMAP3_13068.1,6,P04280 Q12816 Q9NS68
huMAP3_13069.1,6,A2RUB1 Q7Z398
huMAP3_13070.1,6,P61165 Q587I9 Q8TAK6
huMAP3_13071.1,6,A2RU67 O14678 O43556 Q5TB30 Q5VZY2
huMAP3_13072.1,6,Q13428 Q14978 Q9HB19
huMAP3_13073.1,6,Q8N3G9 Q9NYG2
huMAP3_13074.1,6,Q8WWF5 Q9Y4D2
huMAP3_13075.1,6,O15488 O95210 O95278 O95685 P06737 P11216 P13807 P35573 P46976 P54840 Q04446 Q6ZSY5 Q86XI6 Q9H0R8 Q9UQK1
huMAP3_13076.1,6,P49788 Q06546 Q06547
huMAP3_13077.1,6,P50539 Q14582 Q99583 Q9BW11 Q9HAP2 Q9NP71 Q9UH92
huMAP3_13078.1,6,A1IGU5 O94868 Q6XZF7 Q9NQY0
huMAP3_13079.1,6,Q6UXU6 Q6ZTN6 Q8IZ07 Q9H1C7 Q9UHL3
huMAP3_13080.1,6,Q96NL6 Q9BVG8
huMAP3_13081.1,6,P49619 Q16760 Q96GY0 Q96HY7
huMAP3_13082.1,6,O43908 P21926 Q567V2
huMAP3_13083.1,6,P28330 Q96MY7 Q9NP87 Q9UKU7
huMAP3_13084.1,6,O00322 O14841 P00352
huMAP3_13085.1,6,A0A0A6YYL3 A0JP26 B2RU33 Q86YR6 Q8N427 Q8NDT2 Q9Y592
huMAP3_13086.1,6,P23760 Q56A73 Q5JUX0 Q86U90 Q8N806 Q9BPZ2 Q9BUA3 Q9C0H5 Q9UBS0 Q9UFW8 Q9Y657
huMAP3_13087.1,6,A6NHX0 O94979 P58004 Q96S15 Q9NXC5
huMAP3_13088.1,6,Q7Z4U5 Q8IUF8
huMAP3_13089.1,6,P01222 Q14449 Q76NI1 Q9UM22 Q9Y5F6
huMAP3_13090.1,6,O75056 P22090
huMAP3_13091.1,6,P33316 Q6ZTQ3 Q9Y4C1
huMAP3_13092.1,6,O76036 P13726 Q96LA5
huMAP3_13093.1,6,Q5JRC9 Q6GTX8 Q92887
huMAP3_13094.1,6,P14921 Q96MS0 Q9H254
huMAP3_13095.1,6,O60879 O75541 P06703 Q15628 Q96GN5
huMAP3_13096.1,6,A1A5B4 O95825 P08887 Q32M45 Q6ZMI0 Q8NB37 Q8TDR4 Q8TEA7 Q9NQ89
huMAP3_13097.1,6,P07307 P23381 P35354 Q71RC9 Q9H0V9 Q9P273 Q9P2E7
huMAP3_13098.1,6,O14640 O14641 Q6DKJ4 Q6NT52 Q92997
huMAP3_13099.1,6,Q69YW2 Q96KR6
huMAP3_13100.1,6,P23219 Q14114 Q86VR8 Q8IXL6
huMAP3_13101.1,6,P57729 Q56VL3 Q7Z3F1 Q96CS7 Q9NXJ5
huMAP3_13102.1,6,E5RIL1 O95256 P37287 Q5JX71 Q96KJ9
huMAP3_13103.1,6,O00193 P07288 P09211 P24158 Q5SWH9 Q8IYL3 Q8WXS8 Q9BSH4 Q9H3S4 Q9H6Z9
huMAP3_13104.1,6,P02458 Q8IYS5
huMAP3_13105.1,6,A8MTJ3 O14924 O43566 O60262 P08754 P09471 P16520 P19087 P29992 P30626 P50148 P50150 P50151 P59768 P61952 P62873 P63096 P63211 P63215 P63218 Q03113 Q14344 Q32NB8 Q5T2D3 Q86YJ7 Q9HAV0 Q9NPQ8
huMAP3_13106.1,6,P16118 Q16877
huMAP3_13107.1,6,O00602 Q6ZVK8 Q8NAV2
huMAP3_13108.1,6,P14866 Q96HQ2 Q96PU8
huMAP3_13109.1,6,P07148 Q6PIZ9 Q8IXS8 Q96EK6 Q96LR7
huMAP3_13110.1,6,A6NLU0 D6RGX4 O60885 Q15059 Q86YD7 Q8NCE2 Q9UGL1
huMAP3_13111.1,6,O94910 O95436 P04920 P14770 P39880 P48067 Q08722 Q11201 Q3MIP1 Q5T3F8 Q75V66 Q86SK9 Q8NEW0 Q96GR4 Q9H6A9 Q9P2E7
huMAP3_13112.1,6,O60259 Q8N8R3 Q9H3S1
huMAP3_13113.1,6,P14550 P15121 Q9Y4K4
huMAP3_13114.1,6,Q19T08 Q86SR1 Q8N4W6 Q9NS98
huMAP3_13115.1,6,Q3MIS6 Q7Z7K2 Q9Y2G7
huMAP3_13116.1,6,P07320 P22301 Q9ULC0 Q9Y2R2 Q9Y2T3
huMAP3_13117.1,6,O60330 Q14766 Q9NZP6 Q9Y5E9 Q9Y5G4 Q9Y5G5 Q9Y5G6 Q9Y5G9 Q9Y5H0 Q9Y5H3 Q9Y5H5 Q9Y5I1
huMAP3_13118.1,6,P00966 Q19T08 Q3ZAQ7 Q9HBG4
huMAP3_13119.1,6,O00445 P36406 Q13887 Q8WY64 Q9Y6Y0
huMAP3_13120.1,6,Q9NPI7 Q9NXT0 Q9UHL9
huMAP3_13121.1,6,P29120 Q9UBC7 Q9UBX8
huMAP3_13122.1,6,A6NMX2 O43432 O60516 P06730 P60842 Q13541 Q13542 Q14240 Q9NRA8 Q9UNK9
huMAP3_13123.1,6,O60359 P10966 Q99523
huMAP3_13124.1,6,P49789 Q14CB8 Q7Z3Z4 Q96J94 Q9Y2W6
huMAP3_13125.1,6,O43414 P02795 P04731 P04732 P04733 Q8N339
huMAP3_13126.1,6,A6NCL7 P37235 P53602 P61601 P80192 P84074 Q02779 Q16384 Q53FA7 Q5TCX8 Q86UW9 Q99685
huMAP3_13127.1,6,O14908 Q8NEU8 Q8TF64 Q8TF65 Q96PG2 Q9BZ29 Q9P0V3 Q9UKG1
huMAP3_13128.1,6,O00534 O14492 O14896 O60256 O60551 O75564 P11908 P21108 P60891 Q05469 Q13887 Q14558 Q15723 Q7Z6B7 Q9NR19 Q9P107 Q9Y6Y0
huMAP3_13129.1,6,P08254 P09238 P49257 Q495T6 Q6NT04
huMAP3_13130.1,6,A6NHX0 P58004 Q8WTX7 Q96EE3 Q96S15 Q9NXC5 Q9UL19
huMAP3_13131.1,6,Q14653 Q92990 Q96JP0 Q9HCJ5 Q9P217
huMAP3_13132.1,6,A6NDY0 O75439 P16860 P20155 P30047 P60022 Q10713 Q5TIA1 Q6NT52 Q8TDN2 Q8WV74 Q9H9P5
huMAP3_13133.1,6,P36404 P36405 Q8IZU2 Q96G28 Q9Y2Y0
huMAP3_13134.1,6,O43313 O94842 Q15637 Q4VC31 Q6MZZ7 Q6UXN9 Q96QC0 Q9H1X1 Q9UPT8
huMAP3_13135.1,6,P15153 P46109 Q07889 Q13905 Q14185 Q86YV5 Q8IZD9 Q8N157 Q8N1I0 Q92556 Q92608 Q96BJ8 Q96F86 Q96JJ3 Q9H7D0
huMAP3_13136.1,6,O43405 O60462 Q6UXI7
huMAP3_13137.1,6,B0YJ81 P47775 Q8NBP5 Q96A46 Q9NRM0
huMAP3_13138.1,6,O96008 Q9NZS2
huMAP3_13139.1,6,O14908 Q8NEU8 Q8TF64 Q96BY6 Q96PG2 Q9BZ29 Q9P0V3 Q9UKG1
huMAP3_13140.1,6,Q86VH2 Q92574 Q9P0N9
huMAP3_13141.1,6,O14908 Q8NEU8 Q8TF64 Q96PG2 Q9H694 Q9P0V3 Q9UKG1
huMAP3_13142.1,6,O14796 P78324 Q01973 Q5TFQ8
huMAP3_13143.1,6,P0C874 Q8NFT2 Q8TCW7
huMAP3_13144.1,6,P49069 Q05193 Q5U4P2 Q6IC98 Q8TBB6 Q8TC07 Q9NRQ2
huMAP3_13145.1,6,Q5TCX8 Q9BQ83
huMAP3_13146.1,6,O95231 P0CG38 P50995 P62736 Q8N0Z2 Q8TCA0 Q9HB29 Q9NRX3
huMAP3_13147.1,6,Q6PEW1 Q8IY92 Q8N2W9
huMAP3_13148.1,6,P31785 P60201 Q5M7Z0 Q969E2 Q96HR9 Q99946 Q9GZN0
huMAP3_13149.1,6,Q4KWH8 Q5SZD1 Q96AV8 Q9UPR3
huMAP3_13150.1,6,Q9BZ23 Q9H999 Q9P270
huMAP3_13151.1,6,P31751 Q14331 Q9C0C9
huMAP3_13152.1,6,Q6PIF2 Q8IUA0 Q8IUI8
huMAP3_13153.1,6,Q8IWA6 Q8TAK5 Q9H8W3 Q9Y421
huMAP3_13154.1,6,O95452 Q9BYC5
huMAP3_13155.1,6,O43247 P37840 Q9NTJ4
huMAP3_13156.1,6,O14492 O14896 Q7Z6B7 Q9NR19 Q9P107
huMAP3_13157.1,6,Q8N1P7 Q8NDX9 Q93062
huMAP3_13158.1,6,A2AJT9 P01732 Q495B1 Q5VWN6 Q8IX21 Q8IY18 Q8N140 Q8NDZ2 Q8WV22 Q96AP7 Q96LX8 Q96MF7 Q96MG7 Q96SB8 Q99549 Q9BQI6 Q9NS91 Q9NXX6
huMAP3_13159.1,6,P31273 Q12955 Q13387 Q14679 Q92565 Q9BR61 Q9NZD4 Q9UPT6 Q9UQF2
